pair_id,excel_row_original,gene_field_original,chemical_original,n_genes_original,strain_background_original,ko_status_original,ko_growth_original,rescue_status_original,rescue_growth_original,classification_original,correct_original,missing_genes_original,mapped_background_original,missing_background_original,mapped_rescue_original,missing_rescue_original,excel_row_curated,gene_field_curated,chemical_curated,n_genes_curated,strain_background_curated,ko_status_curated,ko_growth_curated,rescue_status_curated,rescue_growth_curated,classification_curated,correct_curated,missing_genes_curated,mapped_background_curated,missing_background_curated,mapped_rescue_curated,missing_rescue_curated,change
excel:90,90,YBL033C,riboflavin,1,S288C,optimal,1.1637798866989554e-16,optimal,0.0859356993646284,correct,True,,,,r_2038,,90,YBL033C,riboflavin,1,S288C,optimal,3.613916235208158e-30,optimal,0.08586347063995285,correct,True,,,,r_2038,,unchanged
excel:91,91,YOL066C,riboflavin,1,S288C,optimal,-1.1577766476872983e-16,optimal,0.0859356993646307,correct,True,,,,r_2038,,91,YOL066C,riboflavin,1,S288C,optimal,5.279303526490182e-30,optimal,0.08586347191575415,correct,True,,,,r_2038,,unchanged
excel:92,92,YDR487C,riboflavin,1,S288C,optimal,-4.098323933628513e-17,optimal,0.0859356993646293,correct,True,,,,r_2038,,92,YDR487C,riboflavin,1,S288C,optimal,0.0,optimal,0.0858634706399531,correct,True,,,,r_2038,,unchanged
excel:93,93,YOL143C,riboflavin,1,S288C,optimal,-5.1838648452947115e-17,optimal,0.0859356993646303,correct,True,,,,r_2038,,93,YOL143C,riboflavin,1,S288C,optimal,2.153789301508907e-31,optimal,0.08586347063995266,correct,True,,,,r_2038,,unchanged
excel:94,94,YBR256C,riboflavin,1,S288C,optimal,-2.1577022853041082e-16,optimal,0.0859356993646299,correct,True,,,,r_2038,,94,YBR256C,riboflavin,1,S288C,optimal,0.0,optimal,0.08586347063995285,correct,True,,,,r_2038,,unchanged
excel:95,95,YGR144W,thiamine(1+),1,S288C,optimal,0.0859075189938797,optimal,0.0859075489964078,type_I,False,,,,r_2067,,95,YGR144W,thiamine(1+),1,S288C,optimal,0.08583536820220738,optimal,0.08583536820220852,type_I,False,,,,r_2067,,unchanged
excel:96,96,YPL214C,thiamine(1+),1,Other,optimal,0.0,optimal,0.0859075489964069,correct,True,,,,r_2067,,96,YPL214C,thiamine(1+),1,Other,optimal,0.0858354206139718,optimal,0.08583542061397187,type_I,False,,,,r_2067,,regression
excel:97,97,YGR096W,thiamine(1+),1,S288C,optimal,0.0859075189938797,optimal,0.0859075489964078,type_I,False,,,,r_2067,,97,YGR096W,thiamine(1+),1,S288C,optimal,0.08583536820220804,optimal,0.08583536820220757,type_I,False,,,,r_2067,,unchanged
excel:98,98,YKL184W,pantothenic acid,1,S288C,optimal,0.0859075189938797,optimal,0.08591081396679,type_I,False,,,,r_1548,,98,YKL184W,pantothenic acid,1,S288C,optimal,0.08583536820220804,optimal,0.08583865764266563,type_I,False,,,,r_1548,,unchanged
excel:99,99,YOL052C,pantothenic acid,1,S288C,optimal,-9.564170140760761e-13,optimal,0.0859108439716189,correct,True,,,,r_1548,,99,YOL052C,pantothenic acid,1,S288C,optimal,3.641541587408152e-44,optimal,0.08583865700513428,correct,True,,,,r_1548,,unchanged
excel:100,100,YPR069C,pantothenic acid,1,S288C,optimal,0.0859075189938797,optimal,0.08591081396679,type_I,False,,,,r_1548,,100,YPR069C,pantothenic acid,1,S288C,optimal,0.08583536820220804,optimal,0.08583865764266563,type_I,False,,,,r_1548,,unchanged
excel:101,101,YGR267C,5-formyltetrahydrofolic acid,1,W303,optimal,2.4546696976222727e-17,optimal,0.0859096519103935,correct,True,,,,r_1625,,101,YGR267C,5-formyltetrahydrofolic acid,1,W303,optimal,-8.225141297621008e-28,optimal,0.08583746694632259,correct,True,,,,r_1625,,unchanged
excel:102,102,YMR113W,5-formyltetrahydrofolic acid,1,W303,optimal,-1.9629221098582961e-16,optimal,0.085909651910393,correct,True,,,,r_1625,,102,YMR113W,5-formyltetrahydrofolic acid,1,W303,optimal,-3.9192353482489803e-13,optimal,0.08583746694632244,correct,True,,,,r_1625,,unchanged
excel:103,103,YAR015W,adenine,1,W303,optimal,1.1759978681745024e-14,optimal,0.086673468502529,correct,True,,,,r_1639,,103,YAR015W,adenine,1,W303,optimal,6.944229854689489e-15,optimal,0.08659999466329742,correct,True,,,,r_1639,,unchanged
excel:104,104,YNL220W,adenine,1,Other,optimal,8.121510535039948e-16,optimal,0.086673468502529,correct,True,,,,r_1639,,104,YNL220W,adenine,1,Other,optimal,1.7823704532213685e-15,optimal,0.08659999466329749,correct,True,,,,r_1639,,unchanged
excel:105,105,YLR359W,adenine,1,Other,optimal,-1.1520067721290748e-14,optimal,0.0866734685025288,correct,True,,,,r_1639,,105,YLR359W,adenine,1,Other,optimal,7.14006067599798e-16,optimal,0.08659999466329757,correct,True,,,,r_1639,,unchanged
excel:106,106,YOR128C,adenine,1,W303,optimal,1.1932944053346464e-14,optimal,0.0866734685025288,correct,True,,,,r_1639,,106,YOR128C,adenine,1,W303,optimal,0.0,optimal,0.08659999466329746,correct,True,,,,r_1639,,unchanged
excel:107,107,YKR080W,adenine,1,Other,optimal,0.0859075189938797,optimal,0.086673437800136,type_I,False,,,,r_1639,,107,YKR080W,adenine,1,Other,optimal,0.08583536820220804,optimal,0.08659999531218857,type_I,False,,,,r_1639,,unchanged
excel:108,108,YMR217W,guanine,1,Other,optimal,-1.5349409702308994e-17,optimal,0.0862677519664973,correct,True,,,,r_1818,,108,YMR217W,guanine,1,Other,optimal,-2.015645686076736e-18,optimal,0.08619496456938028,correct,True,,,,r_1818,,unchanged
excel:109,109,YKL216W,uracil,1,FL100,optimal,5.0926479580552064e-17,optimal,0.0864531154714906,correct,True,,,,r_2090,,109,YKL216W,uracil,1,FL100,optimal,-2.883071364318795e-31,optimal,0.08638001601580746,correct,True,,,,r_2090,,unchanged
excel:110,110,YJL130C,uracil,1,FL100,optimal,-1.289048450542219e-16,optimal,0.0,type_II,False,,,,r_2090,,110,YJL130C,uracil,1,FL100,optimal,1.567129821658894e-17,optimal,0.08638001472460964,correct,True,,,,r_2090,,fixed
excel:111,111,YEL021W,uracil,1,FL100,optimal,-1.8413657672367683e-16,optimal,0.0864531154714908,correct,True,,,,r_2090,,111,YEL021W,uracil,1,FL100,optimal,4.520019723649593e-31,optimal,0.0863800153702098,correct,True,,,,r_2090,,unchanged
excel:112,112,YLR420W,uracil,1,FL100,optimal,-1.1037104986242855e-16,optimal,0.0864531154714926,correct,True,,,,r_2090,,112,YLR420W,uracil,1,FL100,optimal,0.0,optimal,0.08638005092667929,correct,True,,,,r_2090,,unchanged
excel:113,113,YMR300C,adenine add  thiamine,1,S288C,optimal,-1.4530919852690108e-15,optimal,0.0866734685025287,correct,True,,r_2067,,r_1639,,113,YMR300C,adenine add  thiamine,1,S288C,optimal,1.1799478200229383e-15,optimal,0.08659999514996573,correct,True,,r_2067,,r_1639,,unchanged
excel:114,114,YGL234W,adenine add  thiamine,1,W303,optimal,-5.992358186985504e-15,optimal,0.0866734685025294,correct,True,,r_2067,,r_1639,,114,YGL234W,adenine add  thiamine,1,W303,optimal,9.65153939668153e-16,optimal,0.08659999514996586,correct,True,,r_2067,,r_1639,,unchanged
excel:115,115,YGR061C,adenine add  thiamine,1,W303,optimal,-1.4004119132955122e-15,optimal,0.0866734685025292,correct,True,,r_2067,,r_1639,,115,YGR061C,adenine add  thiamine,1,W303,optimal,1.1799478200223415e-15,optimal,0.08659999514996573,correct,True,,r_2067,,r_1639,,unchanged
excel:116,116,YDR408C,adenine add  thiamine,1,S288C,optimal,-5.004606837482394e-16,optimal,0.0866734685025289,correct,True,,r_2067,,r_1639,,116,YDR408C,adenine add  thiamine,1,S288C,optimal,-1.1700163985723117e-15,optimal,0.08659999514996605,correct,True,,r_2067,,r_1639,,unchanged
excel:117,117,YNR033W,4-aminobenzoic acid,1,Other,optimal,1.5162048443755032e-13,optimal,0.0859082251929225,correct,True,,,,r_1604,,117,YNR033W,4-aminobenzoic acid,1,Other,optimal,-1.0816447406523665e-12,optimal,0.08583604262540308,correct,True,,,,r_1604,,unchanged
excel:118,118,YER026C,choline,1,Other,optimal,0.0,optimal,0.0,type_II,False,,,,r_1683,,118,YER026C,choline,1,Other,optimal,0.0,optimal,5.1274351564580855e-31,type_II,False,,,,r_1683,,unchanged
excel:119,119,YGR157W,choline,1,X2180-1A,optimal,0.0859075189938797,optimal,0.0863330642578438,type_I,False,,,,r_1683,,119,YGR157W,choline,1,X2180-1A,optimal,-3.8449111348294966e-17,optimal,0.08626019658007066,correct,True,,,,r_1683,,fixed
excel:120,120,YKL104C,D-glucosamine,1,X2180-1A,optimal,0.0859075189938797,optimal,20.572450751580632,type_I,False,,,,r_4506,,120,YKL104C,D-glucosamine,1,X2180-1A,optimal,0.0,optimal,20.545319750566293,correct,True,,,,r_4506,,fixed
excel:121,121,YER003C,D-mannose,1,SEY6210,optimal,-4.2582693085891284e-18,optimal,0.0916138164657255,correct,True,,,,r_1715,,121,YER003C,D-mannose,1,SEY6210,optimal,-1.246537559341915e-18,optimal,0.0915317320808016,correct,True,,,,r_1715,,unchanged
excel:122,122,YGR175C,ergosterol,1,FL100,optimal,0.0,optimal,0.0885379364588037,correct,True,,,,r_1757,,122,YGR175C,ergosterol,1,FL100,optimal,1.1426462041478264e-31,optimal,0.0884613323939424,correct,True,,,,r_1757,,unchanged
excel:123,123,YPL028W,ergosterol,1,FL100,optimal,0.0848839587088406,optimal,0.0885379215405228,type_I,False,,,,r_1757,,123,YPL028W,ergosterol,1,FL100,optimal,4.959231934455267e-32,optimal,0.08846131401684933,correct,True,,,,r_1757,,fixed
excel:124,124,YHR007C,ergosterol,1,Other,optimal,0.0,optimal,0.088537968326765,correct,True,,,,r_1757,,124,YHR007C,ergosterol,1,Other,optimal,1.1426462041478264e-31,optimal,0.08846133239394198,correct,True,,,,r_1757,,unchanged
excel:125,125,YGR060W,ergosterol,1,Other,optimal,0.0,optimal,0.0885379683267659,correct,True,,,,r_1757,,125,YGR060W,ergosterol,1,Other,optimal,-4.441180078284647e-18,optimal,0.08846129722989551,correct,True,,,,r_1757,,unchanged
excel:126,126,YLR100W,ergosterol,1,Other,optimal,0.0,optimal,0.0885379683267667,correct,True,,,,r_1757,,126,YLR100W,ergosterol,1,Other,optimal,1.1426462041478264e-31,optimal,0.08846131333976413,correct,True,,,,r_1757,,unchanged
excel:127,127,YHR072W,ergosterol,1,FL100,optimal,0.0,optimal,0.0885379364588048,correct,True,,,,r_1757,,127,YHR072W,ergosterol,1,FL100,optimal,1.1426462041478264e-31,optimal,0.08846133239394216,correct,True,,,,r_1757,,unchanged
excel:128,128,YMR220W,ergosterol,1,FL100,optimal,0.0,optimal,0.0,type_II,False,,,,r_1757,,128,YMR220W,ergosterol,1,FL100,optimal,1.2687087955458356e-18,optimal,0.0,type_II,False,,,,r_1757,,unchanged
excel:129,129,YHR190W,ergosterol,1,FL100,optimal,0.0,optimal,0.0885379364588043,correct,True,,,,r_1757,,129,YHR190W,ergosterol,1,FL100,optimal,0.0,optimal,0.08846133188612904,correct,True,,,,r_1757,,unchanged
excel:130,130,YJL101C,glutathione,1,Other,optimal,0.0859075189938797,optimal,11.352116523377164,type_I,False,,,,r_1807,,130,YJL101C,glutathione,1,Other,optimal,0.0,optimal,11.34574241932073,correct,True,,,,r_1807,,fixed
excel:131,131,YKL182W,fatty acid,1,Other,optimal,-2.8335956818220747e-17,optimal,9.27745856883223,correct,True,,,,r_1993,,131,YKL182W,fatty acid,1,Other,optimal,0.0,optimal,9.265425080077694,correct,True,,,,r_1993,,unchanged
excel:132,132,YPL231W,fatty acid,1,Other,optimal,-2.8335956818220747e-17,optimal,9.27745856883223,correct,True,,,,r_1993,,132,YPL231W,fatty acid,1,Other,optimal,0.0,optimal,9.265425080077694,correct,True,,,,r_1993,,unchanged
excel:133,133,YKL184W,putrescine,1,S288C,optimal,0.0859075189938797,optimal,0.08591081396679,type_I,False,,,,r_1548,,133,YKL184W,putrescine,1,S288C,optimal,0.08583536820220804,optimal,0.08583865764266563,type_I,False,,,,r_1548,,unchanged
excel:134,134,YOL052C,spermine,1,S288C,optimal,-9.564170140760761e-13,optimal,7.587102594422526,correct,True,,,,r_2052,,134,YOL052C,spermine,1,S288C,optimal,3.641541587408152e-44,optimal,7.005769762351627,correct,True,,,,r_2052,,unchanged
excel:135,135,YLR146C,spermine,1,S288C,optimal,-9.564961829295636e-13,optimal,7.587102594422486,correct,True,,,,r_2052,,135,YLR146C,spermine,1,S288C,optimal,-1.9675482699855704e-13,optimal,7.005769762351548,correct,True,,,,r_2052,,unchanged
excel:136,136,YDR232W,heme,1,Other,optimal,1.669166823123896e-17,optimal,0.0,type_II,False,,,,,a_0001,136,YDR232W,heme,1,Other,optimal,0.0,optimal,0.08583541907715717,correct,True,,,,r_temp1,,fixed
excel:137,137,YDR047W,heme,1,Other,optimal,0.0,optimal,0.0,type_II,False,,,,,a_0001,137,YDR047W,heme,1,Other,optimal,0.0,optimal,0.08583541716470683,correct,True,,,,r_temp1,,fixed
excel:138,138,YGL040C,heme,1,W303,optimal,0.0,optimal,0.0,type_II,False,,,,,a_0001,138,YGL040C,heme,1,W303,optimal,0.0,optimal,0.08583541716470576,correct,True,,,,r_temp1,,fixed
excel:139,139,YDL205C,heme,1,Other,optimal,-6.876870646551149e-17,optimal,0.0,type_II,False,,,,,a_0001,139,YDL205C,heme,1,Other,optimal,0.0,optimal,0.08583545027212022,correct,True,,,,r_temp1,,fixed
excel:140,140,YOR278W,heme,1,Other,optimal,0.0859075189938797,optimal,0.0859075189938797,type_I,False,,,,,a_0001,140,YOR278W,heme,1,Other,optimal,0.0,optimal,0.08583545027211983,correct,True,,,,r_temp1,,fixed
excel:141,141,YKL184W,spermidine,1,S288C,optimal,0.0859075189938797,optimal,0.0859075189938797,type_I,False,,,,r_2051,,141,YKL184W,spermidine,1,S288C,optimal,0.08583536820220804,optimal,0.08583536820220757,type_I,False,,,,r_2051,,unchanged
excel:142,142,YPR069C,spermidine,1,S288C,optimal,0.0859075189938797,optimal,0.0859075189938797,type_I,False,,,,r_2051,,142,YPR069C,spermidine,1,S288C,optimal,0.08583536820220804,optimal,0.08583536820220757,type_I,False,,,,r_2051,,unchanged
excel:143,143,YKL184W,spermine,1,S288C,optimal,0.0859075189938797,optimal,7.587102594422557,type_I,False,,,,r_2052,,143,YKL184W,spermine,1,S288C,optimal,0.08583536820220804,optimal,7.005769762351635,type_I,False,,,,r_2052,,unchanged
excel:144,144,YPR069C,spermine,1,S288C,optimal,0.0859075189938797,optimal,7.587102594422557,type_I,False,,,,r_2052,,144,YPR069C,spermine,1,S288C,optimal,0.08583536820220804,optimal,7.005769762351635,type_I,False,,,,r_2052,,unchanged
excel:145,145,YMR208W,ergosterol add heme,1,FL100,optimal,0.0,optimal,0.0,type_II,False,,,a_0001,r_1757,,145,YMR208W,ergosterol add heme,1,FL100,optimal,3.944407105353156e-32,optimal,0.08846138876664614,correct,True,,r_temp1,,r_1757,,fixed
excel:146,146,YML126C,ergosterol add heme,1,FL100,optimal,0.0,optimal,0.0,type_II,False,,,a_0001,r_1757,,146,YML126C,ergosterol add heme,1,FL100,optimal,0.0,optimal,0.08846135360255412,correct,True,,r_temp1,,r_1757,,fixed
excel:147,147,YJL167W,ergosterol add heme,1,Other,optimal,0.0,optimal,0.0,type_II,False,,,a_0001,r_1757,,147,YJL167W,ergosterol add heme,1,Other,optimal,-3.232225628773888e-30,optimal,0.0884613536025554,correct,True,,r_temp1,,r_1757,,fixed
excel:148,148,YGL055W,oleicacid add tween40,1,S288C,optimal,4.218983621806879e-18,optimal,7.700879711105367,correct,True,,r_1994,,r_2189,,148,YGL055W,oleicacid add tween40,1,S288C,optimal,2.6174151707282906e-64,optimal,7.689526898284259,correct,True,,r_1994,,r_2189,,unchanged
